id,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto
3984,1626,2024-06-19,entregue,1178.73,app,não
3985,1225,2024-06-04,cancelado,906.63,marketplace,não
3986,111,2024-08-25,entregue,2251.46,marketplace,não
3987,2857,2024-10-22,entregue,2326.55,app,sim
3988,118,2024-04-23,entregue,1810.46,marketplace,não
3989,1176,2023-11-26,em_transito,2106.96,site,não
3990,2932,2023-11-16,entregue,1128.24,marketplace,sim
3991,2858,2024-01-23,cancelado,5194.41,marketplace,sim
3992,43,2023-01-12,entregue,927.4,site,sim
3993,1719,2024-09-18,cancelado,1741.39,app,não
3994,2202,2023-11-23,entregue,623.59,site,não
3995,2776,2023-11-30,devolvido,412.71,app,não
3996,1401,2023-02-25,entregue,2150.92,site,não
3997,1426,2023-12-21,entregue,1475.99,marketplace,não
3998,1059,2023-12-31,entregue,553.96,app,sim
3999,2196,2023-11-13,cancelado,498.15,app,não
4000,1531,2024-04-02,entregue,3386.59,app,não
4001,325,2024-08-20,entregue,132.73,app,sim
4002,2760,2024-09-04,cancelado,688.78,app,não
4003,1685,2024-10-28,cancelado,1311.67,site,não
4004,2059,2023-03-07,devolvido,2454.31,app,não
4005,2463,2024-06-27,entregue,805.51,site,não
4006,2128,2024-08-17,entregue,1278.12,marketplace,não
4007,2629,2023-10-21,entregue,917.16,site,sim
4008,2293,2023-04-20,entregue,9962.87,marketplace,sim
4009,2238,2024-06-24,entregue,680.71,marketplace,não
4010,1114,2023-01-16,devolvido,8382.39,marketplace,não
4011,1261,2024-09-29,em_transito,9801.26,site,não
4012,1527,2024-04-13,entregue,1035.53,app,não
4013,113,2023-02-18,entregue,46.75,app,não
4014,2565,2023-04-21,cancelado,1912.14,app,não
4015,2756,2023-08-15,entregue,1004.99,app,não
4016,227,2024-01-04,em_transito,1555.41,site,não
4017,2638,2024-04-13,entregue,1358.43,app,não
4018,1951,2023-09-12,entregue,9226.69,marketplace,não
4019,623,2024-08-30,cancelado,834.25,site,sim
4020,2321,2024-02-01,entregue,890.15,site,não
4021,1115,2023-11-12,entregue,1641.22,site,sim
4022,2591,2023-05-14,entregue,1911.93,app,sim
4023,788,2024-07-19,cancelado,2372.49,site,não
4024,2201,2023-09-27,em_transito,647.23,app,não
4025,54,2024-01-31,cancelado,476.26,site,não
4026,1493,2024-02-18,cancelado,994.05,marketplace,não
4027,2269,2023-11-02,entregue,8564.39,marketplace,não
4028,2866,2024-07-11,entregue,2085.47,site,não
4029,380,2023-10-04,entregue,2469.07,site,não
4030,1860,2024-07-27,cancelado,1217.79,marketplace,não
4031,1122,2023-04-20,devolvido,2450.28,app,não
4032,2744,2024-10-11,em_transito,699.62,site,não
4033,2695,2023-09-16,entregue,1015.24,site,não
4034,1489,2023-05-25,entregue,924.23,app,não
4035,1363,2024-10-11,entregue,7715.57,marketplace,não
4036,1477,2023-12-27,entregue,2945.92,marketplace,sim
4037,544,2024-07-28,entregue,971.56,site,não
4038,1269,2023-04-21,entregue,268.83,marketplace,não
4039,2117,2023-08-12,em_transito,1658.24,marketplace,não
4040,2697,2024-10-07,cancelado,2446.77,site,sim
4041,448,2023-01-05,entregue,493.52,site,sim
4042,2367,2024-04-01,cancelado,589.86,site,não
4043,452,2024-01-25,entregue,2430.94,site,não
4044,697,2024-07-13,entregue,8078.69,app,não
4045,2710,2023-08-09,cancelado,805.8,marketplace,não
4046,62,2023-11-11,devolvido,512.41,app,não
4047,1720,2023-11-16,entregue,6869.68,app,não
4048,228,2024-06-02,entregue,842.14,site,sim
4049,1296,2023-11-17,em_transito,341.32,site,sim
4050,2105,2023-08-31,entregue,587.93,app,não
4051,357,2023-02-19,entregue,652.24,marketplace,não
4052,1333,2023-09-09,entregue,472.66,app,sim
4053,2511,2023-11-14,entregue,1721.66,marketplace,sim
4054,1942,2024-05-01,entregue,47.8,app,não
4055,294,2024-06-02,entregue,583.61,site,sim
4056,2632,2023-11-10,entregue,1469.7,app,sim
4057,2829,2023-12-01,cancelado,8368.21,marketplace,não
4058,149,2024-04-23,entregue,6681.93,site,sim
4059,204,2023-09-05,entregue,2074.61,marketplace,sim
4060,1919,2023-07-20,devolvido,2063.26,marketplace,não
4061,72,2024-01-30,entregue,37.92,app,sim
4062,2751,2023-11-12,cancelado,1694.96,marketplace,não
4063,2103,2023-08-05,cancelado,1247.66,site,não
4064,569,2024-04-12,entregue,1961.96,site,sim
4065,1328,2023-11-27,entregue,1633.0,site,não
4066,197,2023-08-28,entregue,12728.62,app,sim
4067,2691,2023-09-24,entregue,2414.37,marketplace,não
4068,857,2024-07-30,devolvido,1929.1,app,não
4069,2774,2024-09-21,entregue,176.31,marketplace,não
4070,105,2024-09-29,entregue,1183.62,marketplace,não
4071,368,2024-12-16,entregue,2135.57,site,sim
4072,2491,2023-04-02,entregue,936.95,marketplace,sim
4073,2626,2023-06-10,entregue,742.68,marketplace,não
4074,173,2024-07-06,entregue,482.38,marketplace,sim
4075,1475,2024-09-15,entregue,1626.3,marketplace,sim
4076,1505,2024-07-29,cancelado,5227.56,marketplace,não
4077,1992,2024-09-02,entregue,7147.09,app,não
4078,666,2024-06-09,devolvido,1688.05,marketplace,não
4079,771,2024-02-22,entregue,1151.54,app,sim
4080,321,2024-10-04,entregue,1620.7,site,não
4081,2020,2023-08-04,cancelado,1969.36,marketplace,sim
4082,2095,2023-12-10,entregue,1901.87,app,não
4083,2310,2024-12-30,entregue,1079.62,marketplace,não
4084,2840,2023-06-04,devolvido,561.37,app,não
4085,1400,2023-12-14,entregue,1240.76,site,não
4086,1556,2023-01-22,em_transito,1817.68,app,não
4087,622,2023-09-19,entregue,914.11,app,não
4088,432,2023-11-02,em_transito,126.07,marketplace,sim
4089,736,2023-05-24,entregue,2404.11,site,sim
4090,1711,2023-08-18,entregue,8554.56,site,não
4091,519,2024-02-24,entregue,1048.78,site,não
4092,1209,2023-07-27,cancelado,1625.63,app,sim
4093,2531,2024-07-10,entregue,1265.1,app,sim
4094,322,2024-10-16,cancelado,278.03,app,sim
4095,763,2023-06-29,entregue,3257.52,marketplace,não
4096,2502,2023-08-01,cancelado,2061.45,site,não
4097,144,2023-12-16,entregue,1153.83,app,sim
4098,411,2023-12-15,entregue,2418.54,app,não
4099,1791,2023-06-15,entregue,2202.31,marketplace,não
4100,1165,2023-11-22,entregue,9526.74,marketplace,não
4101,2085,2023-03-22,entregue,1748.78,marketplace,não
4102,1606,2024-09-13,cancelado,8106.84,marketplace,sim
4103,2647,2024-10-04,em_transito,2280.65,marketplace,não
4104,710,2024-11-06,entregue,10101.04,site,sim
4105,1484,2024-05-21,entregue,1009.24,app,sim
4106,1856,2023-07-29,entregue,1199.58,site,sim
4107,2430,2024-02-23,entregue,2028.94,app,não
4108,2210,2023-10-03,cancelado,981.47,site,não
4109,2750,2023-12-30,entregue,1550.91,site,não
4110,2514,2024-01-08,cancelado,11361.25,marketplace,sim
4111,1798,2024-11-09,em_transito,1710.4,site,não
4112,1889,2024-02-29,entregue,1585.21,site,não
4113,2245,2024-04-07,entregue,5310.25,marketplace,não
4114,660,2023-09-26,entregue,1862.21,marketplace,sim
4115,2246,2024-03-10,entregue,1910.33,site,não
4116,441,2024-11-29,entregue,1448.39,app,não
4117,2535,2023-11-21,cancelado,,site,sim
4118,245,2023-01-15,entregue,628.08,marketplace,sim
4119,2930,2024-09-07,entregue,6512.31,marketplace,sim
4120,1688,2023-05-19,entregue,1757.42,app,não
4121,1395,2024-02-12,devolvido,342.44,site,sim
4122,1858,2024-10-06,cancelado,1691.56,app,não
4123,3000,2024-02-14,entregue,1886.13,marketplace,sim
4124,1772,2023-07-01,entregue,1383.77,site,não
4125,1257,2024-01-29,entregue,671.36,app,sim
4126,161,2024-05-14,entregue,1531.71,site,não
4127,63,2024-11-21,em_transito,2082.61,site,não
4128,307,2024-10-26,entregue,6878.0,site,sim
4129,835,2024-09-04,entregue,991.51,app,sim
4130,1916,2023-12-20,entregue,1928.55,marketplace,sim
4131,567,2023-11-04,entregue,607.22,app,não
4132,1568,2024-03-01,entregue,651.02,app,não
4133,967,2023-11-04,entregue,1053.97,app,sim
4134,2210,2024-12-09,cancelado,1048.26,app,não
4135,1240,2023-01-19,devolvido,1548.79,marketplace,não
4136,2676,2024-12-09,cancelado,217.9,marketplace,não
4137,803,2024-12-27,entregue,1775.4,app,não
4138,2892,2023-03-27,em_transito,832.31,marketplace,sim
4139,556,2023-11-29,entregue,792.72,marketplace,não
4140,2936,2024-09-19,cancelado,4207.06,marketplace,não
4141,1795,2024-07-16,em_transito,576.38,site,sim
4142,2033,2023-11-22,entregue,2387.86,app,sim
4143,2835,2024-10-18,entregue,131.05,site,sim
4144,2061,2024-04-08,entregue,6298.25,app,sim
4145,777,2024-08-07,devolvido,1699.13,site,sim
4146,2575,2024-02-28,entregue,2333.43,app,não
4147,1664,2023-09-25,entregue,733.71,marketplace,não
4148,2654,2024-05-07,em_transito,7442.1,marketplace,sim
4149,762,2024-06-10,cancelado,569.11,app,não
4150,845,2024-05-14,cancelado,11181.41,marketplace,não
4151,553,2024-04-08,entregue,2376.5,site,não
4152,2470,2023-03-14,devolvido,729.3,app,sim
4153,490,2024-04-15,entregue,6529.22,app,sim
4154,1160,2023-12-01,entregue,102.25,marketplace,não
4155,646,2024-04-14,entregue,1027.81,marketplace,sim
4156,45,2024-01-25,entregue,2341.01,app,não
4157,779,2023-12-12,entregue,143.55,app,não
4158,178,2023-01-16,entregue,1767.53,site,não
4159,1977,2023-03-14,entregue,369.18,site,sim
4160,2663,2023-08-28,entregue,14414.67,marketplace,não
4161,2877,2023-04-10,entregue,2733.83,marketplace,não
4162,603,2023-07-29,entregue,1397.02,site,sim
4163,2529,2023-03-11,entregue,2394.55,site,não
4164,2387,2024-04-25,entregue,1663.67,site,não
4165,1917,2024-03-24,devolvido,4065.03,marketplace,sim
4166,1201,2024-08-30,cancelado,2095.21,app,sim
4167,2812,2024-06-05,entregue,88.39,app,não
4168,1566,2023-11-13,entregue,2115.58,marketplace,não
4169,2517,2024-08-24,entregue,457.75,marketplace,não
4170,854,2023-11-01,em_transito,569.57,marketplace,sim
4171,345,2024-07-16,cancelado,216.39,site,não
4172,1681,2023-07-19,entregue,2489.4,site,não
4173,1146,2023-12-14,entregue,2121.86,site,sim
4174,2420,2024-07-25,entregue,1314.61,marketplace,não
4175,457,2024-02-24,entregue,1492.0,site,não
4176,733,2023-03-01,cancelado,14735.35,marketplace,sim
4177,2670,2023-05-16,entregue,513.66,site,sim
4178,1312,2024-11-11,entregue,4022.04,app,não
4179,1698,2023-12-09,entregue,10921.48,marketplace,sim
4180,2188,2023-12-25,cancelado,608.64,site,não
4181,486,2023-10-12,entregue,2061.6,marketplace,sim
4182,779,2024-09-26,cancelado,278.15,site,sim
4183,2474,2023-12-13,em_transito,1695.05,marketplace,sim
4184,404,2024-06-22,em_transito,2071.8,site,sim
4185,187,2024-01-15,devolvido,1595.6,site,não
4186,668,2023-01-16,cancelado,2405.76,site,não
4187,2840,2024-03-15,cancelado,1015.8,site,não
4188,586,2024-02-11,entregue,1174.01,marketplace,não
4189,1125,2024-06-08,cancelado,2397.07,marketplace,não
4190,815,2024-06-28,entregue,1683.65,site,não
4191,364,2023-11-27,entregue,2478.69,marketplace,não
4192,757,2023-06-18,entregue,1769.63,site,não
4193,708,2023-04-05,entregue,706.85,marketplace,sim
4194,1903,2024-08-25,entregue,839.29,app,não
4195,65,2023-04-04,entregue,1329.11,marketplace,não
4196,1134,2023-03-04,entregue,5778.44,app,não
4197,180,2024-03-29,devolvido,204.22,app,sim
4198,436,2024-02-16,cancelado,12894.67,marketplace,sim
4199,2763,2024-10-18,em_transito,1319.85,site,sim
4200,2144,2023-03-14,entregue,991.41,marketplace,não
4201,1151,2023-09-20,entregue,1116.64,site,não
4202,1890,2023-08-16,entregue,514.19,marketplace,não
4203,2897,2023-03-18,entregue,10084.75,app,sim
4204,1207,2024-05-03,cancelado,13031.62,marketplace,sim
4205,257,2024-12-16,devolvido,13864.25,app,sim
4206,410,2024-01-07,entregue,2110.49,marketplace,não
4207,2948,2024-11-01,cancelado,4918.52,site,sim
4208,1500,2023-04-01,devolvido,814.55,site,não
4209,2839,2024-11-27,entregue,992.7,app,não
4210,460,2023-05-02,entregue,7665.16,site,sim
4211,73,2024-10-03,cancelado,503.66,marketplace,não
4212,2586,2023-07-10,entregue,10960.85,app,sim
4213,1725,2023-11-01,cancelado,12777.2,marketplace,não
4214,2488,2024-06-09,entregue,1303.83,marketplace,sim
4215,2741,2024-06-12,em_transito,1887.04,marketplace,não
4216,595,2024-09-09,devolvido,8332.7,marketplace,sim
4217,508,2023-01-04,cancelado,570.93,site,não
4218,890,2023-11-01,entregue,4085.53,app,não
4219,1412,2024-11-03,entregue,13429.77,marketplace,sim
4220,1364,2023-06-01,entregue,1236.45,app,não
4221,2449,2023-11-11,entregue,10391.84,marketplace,não
4222,29,2023-07-17,entregue,197.96,app,não
4223,457,2023-07-17,entregue,688.8,marketplace,não
4224,546,2024-02-29,entregue,508.81,site,não
4225,1946,2024-04-11,entregue,487.48,marketplace,não
4226,2337,2024-11-20,entregue,9530.36,site,não
4227,2213,2024-04-18,entregue,247.19,marketplace,não
4228,567,2023-06-17,entregue,5743.43,app,não
4229,1936,2023-12-13,entregue,759.37,site,não
4230,2955,2024-06-29,devolvido,982.07,marketplace,não
4231,1508,2023-04-14,devolvido,308.86,site,não
4232,255,2023-10-13,entregue,13197.22,marketplace,sim
4233,2554,2024-07-04,entregue,14780.91,app,não
4234,308,2023-11-15,entregue,1202.65,site,não
4235,1466,2023-07-09,entregue,2291.74,site,sim
4236,2337,2023-11-10,cancelado,4993.35,app,não
4237,1020,2023-07-02,em_transito,2355.87,site,sim
4238,1319,2024-09-07,entregue,1167.43,app,não
4239,1935,2023-01-04,entregue,10956.58,marketplace,não
4240,2594,2024-05-27,entregue,6580.89,app,não
4241,1525,2023-11-25,entregue,12679.45,site,não
4242,1305,2024-02-12,entregue,2448.87,site,não
4243,584,2023-12-21,devolvido,2435.64,app,sim
4244,225,2023-11-01,entregue,6683.33,app,não
4245,2785,2024-01-19,entregue,416.26,marketplace,não
4246,768,2023-11-04,entregue,1433.56,app,não
4247,2312,2023-11-25,entregue,320.3,site,sim
4248,1608,2023-01-30,entregue,2088.61,marketplace,sim
4249,2128,2023-07-17,entregue,1179.81,site,não
4250,1723,2024-09-18,em_transito,988.28,app,não
4251,763,2023-10-28,entregue,6569.27,marketplace,não
4252,2255,2024-05-13,entregue,13089.24,app,não
4253,1412,2024-11-23,entregue,12412.98,marketplace,não
4254,2383,2023-05-21,entregue,685.45,app,não
4255,2673,2024-07-26,cancelado,884.3,app,sim
4256,852,2023-03-30,entregue,8189.28,marketplace,sim
4257,279,2024-07-27,entregue,1120.06,app,não
4258,807,2024-11-05,entregue,14549.6,marketplace,sim
4259,2200,2023-07-03,entregue,1434.25,app,não
4260,1679,2024-06-01,entregue,1112.09,marketplace,não
4261,716,2023-12-05,entregue,12699.58,marketplace,não
4262,1653,2023-03-13,entregue,1935.92,app,sim
4263,1658,2023-04-27,entregue,357.62,app,sim
4264,957,2023-05-09,entregue,1614.84,marketplace,não
4265,2998,2024-06-05,entregue,2066.65,app,não
4266,1679,2023-04-15,entregue,1922.65,app,sim
4267,1699,2023-04-20,entregue,10534.08,marketplace,sim
4268,319,2023-09-27,entregue,410.81,app,não
4269,1480,2024-07-28,em_transito,513.27,app,sim
4270,977,2023-07-04,cancelado,1173.92,site,sim
4271,331,2023-03-03,entregue,716.71,site,não
4272,2186,2024-12-03,entregue,1133.22,app,não
4273,2643,2024-07-27,entregue,9293.16,site,sim
4274,2893,2024-07-16,entregue,993.86,marketplace,não
4275,2555,2024-01-02,entregue,700.7,marketplace,não
4276,2037,2024-08-14,devolvido,1290.87,app,não
4277,1943,2023-11-21,entregue,1574.07,site,sim
4278,2500,2023-12-23,entregue,1547.77,marketplace,sim
4279,1636,2023-01-29,entregue,8104.64,marketplace,não
4280,603,2024-03-11,entregue,2462.39,app,não
4281,2320,2024-05-26,em_transito,691.75,site,sim
4282,994,2023-11-24,entregue,1997.83,marketplace,não
4283,708,2024-08-22,devolvido,1484.56,site,sim
4284,567,2023-11-25,entregue,2507.99,site,não
4285,862,2023-10-13,entregue,2105.34,site,não
4286,677,2024-05-15,entregue,1357.44,site,não
4287,1523,2023-11-02,entregue,421.3,site,não
4288,991,2024-04-20,cancelado,622.39,marketplace,não
4289,2179,2023-10-06,entregue,1947.82,marketplace,não
4290,575,2023-08-26,cancelado,2033.17,marketplace,sim
4291,1971,2023-12-31,entregue,1563.8,marketplace,não
4292,1398,2024-09-19,entregue,372.33,app,sim
4293,2787,2023-03-23,em_transito,2356.88,site,não
4294,2527,2023-07-30,entregue,2232.57,site,sim
4295,1352,2024-11-09,entregue,174.48,app,não
4296,2764,2024-10-29,cancelado,2109.33,marketplace,sim
4297,1408,2024-04-25,entregue,2410.5,app,sim
4298,452,2024-12-11,cancelado,2089.55,app,sim
4299,535,2024-02-01,entregue,1821.26,app,não
4300,1146,2024-06-25,entregue,275.88,app,sim
4301,788,2024-07-22,entregue,1788.68,marketplace,sim
4302,768,2024-04-29,entregue,492.67,app,não
4303,1593,2023-04-24,entregue,611.27,marketplace,não
4304,2115,2024-07-14,entregue,1103.71,site,não
4305,2925,2024-08-05,entregue,1632.18,app,não
4306,2542,2023-11-24,entregue,1421.1,marketplace,não
4307,1095,2024-11-08,entregue,1052.7,marketplace,sim
4308,110,2023-03-21,devolvido,2469.93,site,não
4309,17,2023-11-28,entregue,2470.71,site,não
4310,684,2023-11-19,entregue,14795.38,site,sim
4311,125,2024-01-28,devolvido,317.84,site,não
4312,1172,2024-07-03,entregue,1180.49,site,não
4313,2954,2023-11-04,entregue,1137.72,app,não
4314,1651,2024-10-06,entregue,1171.26,marketplace,não
4315,1905,2023-07-21,entregue,619.4,site,não
4316,2821,2023-12-15,em_transito,522.13,site,não
4317,250,2024-12-12,entregue,12742.54,marketplace,sim
4318,1751,2023-09-21,cancelado,1095.24,marketplace,sim
4319,1552,2024-10-12,entregue,1546.64,marketplace,não
4320,2926,2023-01-09,entregue,2262.88,site,sim
4321,868,2024-03-30,entregue,1291.13,app,não
4322,1945,2023-07-02,em_transito,2635.41,site,não
4323,2807,2023-08-17,entregue,11815.71,site,não
4324,579,2023-08-03,entregue,315.55,marketplace,sim
4325,1659,2024-07-05,em_transito,1109.61,app,sim
4326,147,2023-11-12,entregue,14813.57,marketplace,não
4327,2639,2024-05-26,entregue,1574.98,marketplace,sim
4328,2723,2023-10-20,entregue,2427.18,site,não
4329,923,2023-11-11,entregue,896.93,marketplace,não
4330,2062,2024-05-25,entregue,1733.31,app,sim
4331,915,2024-07-18,em_transito,1243.27,site,não
4332,1125,2024-07-02,entregue,290.34,marketplace,sim
4333,1002,2024-11-23,entregue,792.49,app,não
4334,1651,2023-11-27,entregue,1190.74,app,não
4335,1839,2024-05-13,entregue,146.64,marketplace,não
4336,1418,2024-08-01,entregue,1198.26,app,sim
4337,2188,2024-02-02,entregue,1216.83,site,sim
4338,2980,2024-12-21,cancelado,6796.99,marketplace,sim
4339,1777,2024-02-02,entregue,1025.23,site,não
4340,2278,2024-08-14,devolvido,1774.17,site,não
4341,1765,2024-01-05,cancelado,824.24,marketplace,não
4342,812,2023-07-22,em_transito,8884.67,site,não
4343,2579,2024-08-15,entregue,10059.35,site,sim
4344,1770,2023-11-21,entregue,1490.91,marketplace,não
4345,2802,2023-01-30,cancelado,1926.51,app,não
4346,628,2023-12-18,cancelado,164.54,marketplace,sim
4347,2191,2023-11-23,entregue,1032.12,marketplace,não
4348,1188,2023-02-10,entregue,2111.75,marketplace,sim
4349,2238,2023-03-29,devolvido,2260.64,marketplace,não
4350,1855,2024-03-29,cancelado,742.73,marketplace,não
4351,2566,2023-05-21,entregue,1405.58,marketplace,não
4352,2012,2023-04-07,entregue,732.69,site,sim
4353,2013,2024-03-23,entregue,11474.44,site,sim
4354,2513,2023-11-09,entregue,183.56,marketplace,não
4355,370,2023-03-02,entregue,1811.95,marketplace,sim
4356,76,2023-01-09,entregue,12403.89,site,sim
4357,2632,2023-04-22,entregue,1409.67,app,não
4358,615,2024-05-18,entregue,647.02,site,não
4359,1184,2023-03-19,cancelado,1861.87,marketplace,não
4360,2349,2024-01-18,entregue,11293.09,marketplace,sim
4361,1345,2024-03-29,entregue,1145.2,app,não
4362,428,2024-04-17,em_transito,323.19,marketplace,sim
4363,62,2023-08-18,devolvido,2111.76,site,não
4364,2321,2024-10-12,entregue,13360.2,marketplace,sim
4365,2800,2023-05-02,entregue,1429.33,app,sim
4366,1875,2024-11-21,entregue,7784.29,site,não
4367,1544,2023-10-31,cancelado,946.76,marketplace,não
4368,1310,2024-04-20,entregue,558.43,app,não
4369,2077,2023-11-29,entregue,1838.94,app,não
4370,2686,2024-05-01,entregue,619.85,site,não
4371,383,2023-06-29,entregue,7751.59,app,não
4372,1830,2024-07-11,entregue,1024.52,app,não
4373,637,2023-11-15,entregue,643.91,site,sim
4374,1798,2024-08-20,cancelado,1284.56,site,não
4375,2926,2023-06-10,entregue,885.9,marketplace,não
4376,2048,2023-08-12,entregue,1260.47,site,não
4377,2998,2023-03-12,entregue,11863.68,marketplace,sim
4378,2806,2023-03-27,entregue,787.21,app,não
4379,2016,2024-04-10,entregue,2429.79,site,sim
4380,1999,2024-12-21,entregue,1535.83,app,não
4381,1545,2023-07-26,entregue,1975.27,app,não
4382,2528,2024-03-03,cancelado,1937.77,site,não
4383,45,2024-01-24,entregue,1246.43,site,sim
4384,585,2024-01-17,entregue,1397.05,app,não
4385,2093,2024-04-20,entregue,1971.51,site,não
4386,2452,2023-02-16,cancelado,2277.84,app,não
4387,2738,2023-06-03,entregue,288.45,site,não
4388,133,2023-07-15,devolvido,1595.96,app,não
4389,1977,2023-09-20,entregue,2093.48,site,sim
4390,352,2023-07-07,devolvido,2336.0,site,sim
4391,1700,2023-11-05,entregue,1044.34,marketplace,sim
4392,1565,2024-06-08,entregue,851.95,app,sim
4393,1073,2023-07-03,entregue,2457.07,app,sim
4394,1629,2023-01-21,entregue,1544.93,app,não
4395,2780,2024-06-03,cancelado,2119.69,marketplace,sim
4396,1402,2023-10-10,em_transito,708.52,marketplace,não
4397,1296,2023-01-26,cancelado,685.75,marketplace,não
4398,311,2023-10-11,em_transito,965.18,site,sim
4399,2913,2024-02-18,cancelado,2263.46,app,sim
4400,202,2023-11-20,entregue,2168.09,marketplace,não
4401,1148,2023-08-30,entregue,1195.96,marketplace,sim
4402,402,2023-06-12,entregue,150.29,marketplace,não
4403,866,2024-11-23,em_transito,10052.82,marketplace,não
4404,521,2023-08-14,entregue,1239.31,site,não
4405,2845,2024-09-14,cancelado,2447.16,site,não
4406,868,2023-11-01,entregue,620.3,app,não
4407,2686,2023-10-02,cancelado,1249.86,app,sim
4408,502,2024-08-09,cancelado,1561.82,app,sim
4409,2511,2023-06-02,entregue,2457.87,site,sim
4410,2997,2023-07-31,em_transito,640.68,site,não
4411,2226,2023-05-21,entregue,2077.58,marketplace,sim
4412,2835,2023-11-09,entregue,1132.38,site,não
4413,1758,2024-06-28,entregue,1354.32,marketplace,sim
4414,2243,2023-04-10,entregue,351.52,app,não
4415,1767,2023-10-19,em_transito,2232.07,marketplace,não
4416,945,2023-06-16,em_transito,14391.03,site,sim
4417,820,2024-07-23,entregue,1295.74,marketplace,sim
4418,427,2023-05-20,cancelado,2355.25,marketplace,não
4419,2503,2023-11-09,entregue,6651.75,app,sim
4420,15,2024-08-23,entregue,113.07,app,não
4421,1433,2024-08-15,entregue,692.17,site,não
4422,951,2024-01-19,entregue,9014.81,site,sim
4423,2254,2024-09-10,entregue,2307.57,app,sim
4424,2228,2023-11-26,em_transito,1076.09,marketplace,sim
4425,425,2023-06-27,entregue,512.12,site,não
4426,512,2023-10-20,em_transito,437.59,marketplace,não
4427,530,2023-12-23,em_transito,2182.61,site,não
4428,24,2024-03-11,entregue,156.79,marketplace,não
4429,2084,2024-04-30,entregue,40.65,marketplace,não
4430,701,2024-08-17,entregue,1576.5,site,sim
4431,2431,2023-05-28,entregue,10341.67,site,não
4432,204,2024-05-16,cancelado,2119.31,marketplace,não
4433,356,2023-11-26,em_transito,448.36,marketplace,não
4434,558,2024-04-19,entregue,1295.9,marketplace,não
4435,2509,2024-11-14,em_transito,447.03,app,não
4436,700,2024-07-18,entregue,1615.34,site,sim
4437,2188,2023-11-04,entregue,968.08,app,sim
4438,56,2024-07-29,entregue,1452.48,marketplace,não
4439,1338,2023-11-12,cancelado,2534.2,site,não
4440,1570,2023-01-23,entregue,1805.0,marketplace,não
4441,1150,2023-04-16,entregue,2481.25,app,não
4442,1212,2024-05-27,entregue,1193.95,marketplace,não
4443,2716,2023-04-19,entregue,1452.25,site,não
4444,835,2023-08-23,entregue,1424.0,marketplace,não
4445,2705,2024-05-17,entregue,2445.28,site,não
4446,2999,2024-12-07,entregue,13885.27,app,não
4447,1987,2023-11-19,entregue,2177.76,app,não
4448,362,2023-03-27,entregue,11296.27,marketplace,sim
4449,897,2023-08-17,entregue,312.58,app,não
4450,1089,2023-11-11,entregue,821.72,marketplace,não
4451,2645,2024-03-06,cancelado,302.25,site,não
4452,907,2023-02-27,cancelado,5471.32,app,sim
4453,475,2023-11-29,entregue,2020.54,marketplace,não
4454,470,2024-12-28,entregue,1464.23,app,sim
4455,1614,2024-03-09,entregue,718.13,app,sim
4456,1081,2023-11-25,entregue,259.33,marketplace,não
4457,441,2023-11-14,entregue,477.48,site,não
4458,1575,2023-09-29,entregue,1675.09,marketplace,não
4459,494,2024-05-13,entregue,845.94,marketplace,sim
4460,2450,2023-11-10,entregue,1408.38,site,não
4461,875,2024-09-08,entregue,2389.86,marketplace,sim
4462,1162,2023-02-20,entregue,2199.73,marketplace,sim
4463,2403,2024-09-19,entregue,1353.39,marketplace,sim
4464,781,2023-11-16,em_transito,446.06,marketplace,não
4465,2868,2023-02-19,entregue,861.83,app,não
4466,2685,2023-10-12,entregue,1135.12,site,sim
4467,2556,2023-04-11,em_transito,1525.11,site,não
4468,1567,2024-05-25,entregue,904.05,app,não
4469,2433,2024-06-21,devolvido,1835.1,app,não
4470,1049,2023-09-09,em_transito,2389.98,app,sim
4471,1681,2024-06-10,entregue,1188.33,marketplace,não
4472,2286,2024-12-22,entregue,464.32,marketplace,sim
4473,2574,2023-01-24,entregue,8116.0,app,não
4474,1023,2023-06-26,entregue,1341.78,app,sim
4475,2936,2024-10-27,cancelado,6878.19,site,não
4476,391,2024-04-05,entregue,680.25,marketplace,não
4477,80,2023-11-28,em_transito,2017.06,marketplace,sim
4478,1685,2023-04-05,entregue,766.7,site,não
4479,1805,2023-12-28,entregue,187.5,site,não
4480,74,2023-03-10,entregue,2199.74,marketplace,não
4481,2642,2024-08-08,entregue,1866.54,app,não
4482,1725,2024-07-18,entregue,11751.77,marketplace,não
4483,2385,2024-11-20,entregue,1027.14,site,não
4484,2874,2023-09-20,entregue,704.53,marketplace,não
4485,1314,2024-08-30,entregue,2305.04,app,sim
4486,420,2023-10-12,cancelado,1995.39,app,não
4487,917,2024-11-22,entregue,1293.59,marketplace,não
4488,600,2024-03-04,entregue,2145.67,app,não
4489,739,2023-01-02,entregue,1135.17,site,não
4490,2069,2023-11-29,entregue,2425.57,site,sim
4491,1065,2024-04-08,cancelado,2468.61,site,não
4492,876,2023-05-16,entregue,171.92,marketplace,sim
4493,2802,2023-10-10,entregue,1843.52,marketplace,sim
4494,2231,2024-01-17,cancelado,5431.77,site,sim
4495,1327,2023-07-01,entregue,507.52,marketplace,sim
4496,2224,2023-08-31,entregue,2105.98,site,sim
4497,2405,2024-01-08,entregue,185.93,marketplace,não
