id,pedido_id,produto_id,cliente_id,nota,comentario,data_avaliacao
834,11626,54,1279,3,"Produto ok, dentro do esperado.",2023-10-06
835,3354,200,1602,4,"Qualidade ótima, recomendo.",2023-08-21
836,3039,131,681,5,Muito satisfeito com a compra.,2024-10-11
837,4884,37,953,5,,2023-09-18
838,11393,129,272,1,Demorou muito para chegar.,2024-10-13
839,267,44,460,5,,2023-07-25
840,6741,99,324,4,"Qualidade ótima, recomendo.",2024-09-23
841,13040,95,759,2,Produto veio com defeito.,2023-09-14
842,11233,184,1308,2,"Não recomendo, péssima experiência.",2023-06-29
843,12618,141,797,5,"Produto excelente, chegou antes do prazo!",2023-04-22
844,9059,111,1417,5,Muito satisfeito com a compra.,2023-11-22
845,6927,136,1264,4,Superou minhas expectativas!,2023-04-16
846,9014,56,1340,4,Superou minhas expectativas!,2024-10-08
847,11331,104,1848,4,Muito satisfeito com a compra.,2023-12-12
848,13596,43,581,1,,2023-11-29
849,7408,3,1686,2,Qualidade abaixo do esperado.,2024-09-16
850,9328,111,1675,4,Entrega rápida e produto conforme descrito.,2023-08-17
851,3813,180,479,4,Superou minhas expectativas!,2024-03-16
852,8076,28,1564,1,,2024-05-12
853,6200,138,1315,3,"Entrega no prazo, produto regular.",2023-10-08
854,612,103,2831,4,Entrega rápida e produto conforme descrito.,2024-09-09
855,2496,109,2954,1,,2023-12-06
856,9101,34,2527,4,Entrega rápida e produto conforme descrito.,2023-06-23
857,12557,3,1389,3,"Entrega no prazo, produto regular.",2024-12-12
858,2765,183,830,1,"Não recomendo, péssima experiência.",2023-02-04
859,9460,190,1916,5,,2024-08-14
860,3501,54,1508,4,"Qualidade ótima, recomendo.",2024-05-08
861,14774,75,966,1,,2023-05-02
862,2612,144,1911,3,"Produto ok, dentro do esperado.",2023-12-26
863,5586,108,1566,4,,2023-06-04
864,13110,79,624,1,Qualidade abaixo do esperado.,2023-06-16
865,8117,46,1456,5,,2024-05-08
866,9610,29,2402,4,Entrega rápida e produto conforme descrito.,2023-10-03
867,3225,199,456,2,Veio diferente do anunciado.,2023-09-27
868,12935,133,1119,4,,2023-09-14
869,9092,19,372,4,Muito satisfeito com a compra.,2024-11-30
870,8194,151,1511,4,"Qualidade ótima, recomendo.",2023-07-14
871,1503,19,901,3,,2024-01-25
872,11108,152,1668,5,"Qualidade ótima, recomendo.",2024-01-14
873,10365,131,2024,5,Muito satisfeito com a compra.,2024-11-14
874,7071,36,488,5,Muito satisfeito com a compra.,2024-12-16
875,837,33,2366,4,Entrega rápida e produto conforme descrito.,2023-09-12
876,4246,127,768,4,Superou minhas expectativas!,2023-12-15
877,14385,25,2302,4,"Produto excelente, chegou antes do prazo!",2024-06-13
878,1151,46,1246,4,"Qualidade ótima, recomendo.",2023-11-08
879,1939,129,990,3,"Nada de especial, mas funciona.",2023-07-11
880,750,128,1115,3,,2024-06-27
881,3965,77,2694,4,Entrega rápida e produto conforme descrito.,2024-04-23
882,10369,14,2619,5,"Qualidade ótima, recomendo.",2024-03-29
883,4392,187,1565,5,"Qualidade ótima, recomendo.",2024-07-19
884,10733,67,2468,4,,2024-12-05
885,7623,18,2587,2,"Não recomendo, péssima experiência.",2024-12-12
886,2895,48,1082,4,Entrega rápida e produto conforme descrito.,2023-05-13
887,5244,50,2547,5,Muito satisfeito com a compra.,2024-07-25
888,13800,2,1425,3,,2023-11-29
889,12400,200,2515,1,Qualidade abaixo do esperado.,2023-06-28
890,8544,2,1511,5,Entrega rápida e produto conforme descrito.,2024-12-14
891,6083,64,1983,4,"Produto excelente, chegou antes do prazo!",2023-12-16
892,14210,125,2344,5,Muito satisfeito com a compra.,2023-11-25
893,8031,199,2385,5,Muito satisfeito com a compra.,2024-05-23
894,12316,93,2966,1,Veio diferente do anunciado.,2024-12-20
895,7879,108,2949,5,Superou minhas expectativas!,2023-09-27
896,13074,15,1038,3,"Nada de especial, mas funciona.",2024-02-01
897,13168,33,2478,5,Muito satisfeito com a compra.,2024-10-25
898,9681,65,967,3,,2023-08-16
899,12977,77,2142,5,,2023-11-24
900,11875,78,1283,2,"Não recomendo, péssima experiência.",2023-06-30
901,9111,176,2645,2,"Não recomendo, péssima experiência.",2023-11-07
902,5459,183,792,3,,2024-12-05
903,5162,5,1776,5,Entrega rápida e produto conforme descrito.,2024-03-09
904,2584,101,415,5,Entrega rápida e produto conforme descrito.,2024-01-11
905,3797,172,2439,1,Demorou muito para chegar.,2023-06-17
906,1802,95,1136,1,Produto veio com defeito.,2024-01-04
907,2426,26,2080,4,"Produto excelente, chegou antes do prazo!",2024-05-05
908,14731,40,1381,2,Produto veio com defeito.,2024-12-26
909,13584,198,1700,4,Superou minhas expectativas!,2023-04-12
910,13061,117,2038,4,"Qualidade ótima, recomendo.",2023-10-16
911,3455,27,2730,5,"Produto excelente, chegou antes do prazo!",2024-12-26
912,2304,14,1361,5,Superou minhas expectativas!,2023-05-20
913,8451,3,167,4,Entrega rápida e produto conforme descrito.,2023-04-04
914,11966,10,1413,2,Veio diferente do anunciado.,2023-12-23
915,8278,136,381,5,"Produto excelente, chegou antes do prazo!",2023-03-03
916,12241,145,2485,3,,2023-04-15
917,4172,41,1681,4,"Produto excelente, chegou antes do prazo!",2023-08-03
918,5147,16,619,5,Muito satisfeito com a compra.,2023-11-21
919,8986,11,945,5,Superou minhas expectativas!,2023-11-16
920,4981,68,1703,5,,2024-08-23
921,7143,90,271,2,"Não recomendo, péssima experiência.",2024-01-08
922,2954,50,1483,1,Veio diferente do anunciado.,2023-09-17
923,8105,42,1314,4,"Qualidade ótima, recomendo.",2024-11-23
924,10947,3,2349,2,Demorou muito para chegar.,2023-09-03
925,9926,6,1009,5,"Qualidade ótima, recomendo.",2023-12-10
926,12890,184,1533,1,Qualidade abaixo do esperado.,2023-12-26
927,14514,183,1818,3,,2024-04-15
928,14619,133,2744,3,,2023-12-29
929,5993,57,1826,4,"Qualidade ótima, recomendo.",2024-12-31
930,231,35,2690,5,"Produto excelente, chegou antes do prazo!",2024-12-12
931,10689,83,2832,5,"Qualidade ótima, recomendo.",2024-08-06
932,10783,162,1988,5,Entrega rápida e produto conforme descrito.,2023-07-29
933,14306,150,1139,5,Muito satisfeito com a compra.,2023-11-14
934,13112,19,1607,2,Demorou muito para chegar.,2023-06-14
935,3824,192,2578,4,Superou minhas expectativas!,2024-07-08
936,14503,39,1667,3,,2023-11-20
937,2972,199,102,4,"Produto excelente, chegou antes do prazo!",2023-07-30
938,9416,189,2935,4,Muito satisfeito com a compra.,2024-06-19
939,2023,119,1799,1,Qualidade abaixo do esperado.,2023-03-17
940,9402,70,465,5,"Qualidade ótima, recomendo.",2024-10-08
941,9242,139,1015,5,Entrega rápida e produto conforme descrito.,2024-05-15
942,5164,171,1843,3,"Nada de especial, mas funciona.",2024-08-28
943,11118,119,537,3,"Produto ok, dentro do esperado.",2024-01-03
944,9136,13,1487,5,"Qualidade ótima, recomendo.",2023-06-11
945,10524,196,1792,5,Muito satisfeito com a compra.,2024-01-16
946,13421,176,2704,2,Veio diferente do anunciado.,2023-12-17
947,14604,188,2414,1,,2024-12-13
948,11128,15,1141,4,Entrega rápida e produto conforme descrito.,2023-12-16
949,239,36,368,5,Entrega rápida e produto conforme descrito.,2023-10-12
950,13735,160,776,4,Entrega rápida e produto conforme descrito.,2023-12-10
951,3264,137,2958,4,,2023-10-29
952,6440,43,2171,2,"Não recomendo, péssima experiência.",2024-08-19
953,2683,115,2898,5,Muito satisfeito com a compra.,2023-09-26
954,948,164,682,2,Produto veio com defeito.,2024-09-26
955,1361,76,1166,1,Qualidade abaixo do esperado.,2023-12-23
956,10074,139,2327,5,Superou minhas expectativas!,2024-08-01
957,1645,39,1297,2,Demorou muito para chegar.,2024-09-09
958,1740,172,1279,5,Superou minhas expectativas!,2024-12-21
959,8300,45,1888,4,Entrega rápida e produto conforme descrito.,2024-02-08
960,7616,179,699,5,"Qualidade ótima, recomendo.",2023-07-25
961,2326,166,2146,4,Superou minhas expectativas!,2024-03-27
962,10076,33,379,1,Demorou muito para chegar.,2024-08-27
963,2248,162,2327,4,"Produto excelente, chegou antes do prazo!",2023-12-14
964,4556,16,2165,5,Muito satisfeito com a compra.,2023-12-28
965,12863,193,2210,5,,2024-12-28
966,10812,51,822,1,Demorou muito para chegar.,2024-06-12
967,5178,58,1940,3,,2023-07-02
968,7811,86,1407,5,"Qualidade ótima, recomendo.",2024-12-26
969,8218,39,437,2,"Não recomendo, péssima experiência.",2023-06-30
970,13162,70,2617,4,Entrega rápida e produto conforme descrito.,2023-11-02
971,9890,99,42,4,Superou minhas expectativas!,2023-07-11
972,11188,179,622,2,Qualidade abaixo do esperado.,2024-11-01
973,1589,71,1420,3,"Entrega no prazo, produto regular.",2023-11-05
974,7264,108,2151,4,"Produto excelente, chegou antes do prazo!",2023-04-25
975,11194,19,2673,5,Superou minhas expectativas!,2023-09-20
976,6524,18,2768,5,Superou minhas expectativas!,2023-06-03
977,773,53,2762,4,Muito satisfeito com a compra.,2023-07-24
978,1457,155,1698,1,Produto veio com defeito.,2023-06-30
979,13583,130,2799,3,"Nada de especial, mas funciona.",2023-01-25
980,7825,5,2039,4,Muito satisfeito com a compra.,2023-02-14
981,12894,20,1907,4,Muito satisfeito com a compra.,2023-11-11
982,13942,11,362,5,"Qualidade ótima, recomendo.",2024-05-17
983,12397,197,1058,5,,2024-01-23
984,3350,91,2911,5,"Qualidade ótima, recomendo.",2023-08-07
985,10517,194,1488,5,Superou minhas expectativas!,2023-02-19
986,8461,3,1127,3,"Entrega no prazo, produto regular.",2024-10-24
987,13829,78,2537,5,Entrega rápida e produto conforme descrito.,2024-07-08
988,2834,17,2484,3,,2023-10-19
989,452,121,159,1,,2024-08-31
990,9730,185,1745,5,Superou minhas expectativas!,2024-08-09
991,12758,194,2997,1,Demorou muito para chegar.,2023-07-08
992,4695,18,2408,3,"Entrega no prazo, produto regular.",2023-03-23
993,8999,137,737,4,Muito satisfeito com a compra.,2024-05-16
994,6457,190,797,4,Entrega rápida e produto conforme descrito.,2023-02-11
995,14268,148,150,4,"Qualidade ótima, recomendo.",2024-12-24
996,6021,64,1874,2,Demorou muito para chegar.,2023-09-08
997,10063,168,737,2,Veio diferente do anunciado.,2023-04-29
998,13794,116,1552,4,,2024-01-08
999,8842,135,130,1,Produto veio com defeito.,2023-08-22
1000,13044,145,1758,4,Muito satisfeito com a compra.,2024-12-27
1001,3263,160,735,1,,2024-08-05
1002,9070,184,873,3,,2024-06-25
1003,9570,135,514,5,Muito satisfeito com a compra.,2024-08-09
1004,4156,133,45,2,Demorou muito para chegar.,2024-02-03
1005,2139,78,1337,3,"Nada de especial, mas funciona.",2023-10-28
1006,5130,200,2462,4,Superou minhas expectativas!,2024-09-15
1007,4323,116,2807,4,"Qualidade ótima, recomendo.",2023-09-08
1008,1305,120,1230,1,Demorou muito para chegar.,2023-07-22
1009,6467,106,2127,4,Superou minhas expectativas!,2024-07-04
1010,7613,24,1879,5,"Produto excelente, chegou antes do prazo!",2024-10-25
1011,10380,102,2033,2,"Não recomendo, péssima experiência.",2023-12-14
1012,10745,91,300,5,Superou minhas expectativas!,2024-12-28
1013,4265,5,2998,5,,2024-07-13
1014,10697,97,639,4,Muito satisfeito com a compra.,2023-03-01
1015,13542,58,1747,5,"Qualidade ótima, recomendo.",2024-05-17
1016,14085,162,2621,2,"Não recomendo, péssima experiência.",2023-12-31
1017,2000,104,828,3,"Produto ok, dentro do esperado.",2024-12-31
1018,666,136,1982,1,,2024-01-16
1019,10978,173,897,5,,2024-12-29
1020,1946,120,2470,4,Muito satisfeito com a compra.,2023-04-08
1021,11237,141,2214,1,Qualidade abaixo do esperado.,2023-05-31
1022,733,84,2230,5,"Qualidade ótima, recomendo.",2023-12-08
1023,4986,9,2357,5,Superou minhas expectativas!,2024-07-19
1024,5964,78,800,5,"Qualidade ótima, recomendo.",2024-07-18
1025,2274,172,263,5,,2024-03-10
1026,751,189,1729,1,,2023-09-28
1027,14739,151,2957,4,"Qualidade ótima, recomendo.",2023-07-27
1028,3507,77,474,2,Qualidade abaixo do esperado.,2023-12-22
1029,12746,133,122,4,,2024-03-19
1030,11026,164,2914,4,Entrega rápida e produto conforme descrito.,2024-07-27
1031,4371,103,383,5,Superou minhas expectativas!,2023-07-13
1032,1416,192,1562,5,Muito satisfeito com a compra.,2023-05-18
1033,6417,121,2121,5,Muito satisfeito com a compra.,2024-12-18
1034,4940,189,2080,2,"Não recomendo, péssima experiência.",2023-10-24
1035,4235,87,1466,4,Entrega rápida e produto conforme descrito.,2023-08-24
1036,10450,194,955,3,"Nada de especial, mas funciona.",2023-03-07
1037,3978,68,309,3,"Nada de especial, mas funciona.",2023-04-09
1038,3161,24,1123,1,Veio diferente do anunciado.,2023-11-17
1039,7765,73,1867,3,"Entrega no prazo, produto regular.",2023-11-20
1040,10463,136,1716,5,Superou minhas expectativas!,2023-07-12
1041,2029,172,703,4,"Qualidade ótima, recomendo.",2023-08-30
1042,360,124,2273,1,Produto veio com defeito.,2024-08-23
1043,10471,94,914,3,,2023-08-06
1044,12385,79,2569,1,Qualidade abaixo do esperado.,2023-04-24
1045,9729,105,1847,5,Muito satisfeito com a compra.,2023-08-26
1046,9702,137,2792,4,"Produto excelente, chegou antes do prazo!",2023-04-09
1047,13769,94,1689,5,Superou minhas expectativas!,2023-09-08
1048,12503,149,519,5,Muito satisfeito com a compra.,2023-07-09
1049,8411,185,2003,1,,2024-02-15
1050,4483,142,2385,5,"Qualidade ótima, recomendo.",2024-12-02
1051,7735,94,2410,1,"Não recomendo, péssima experiência.",2023-11-16
1052,11416,37,2350,4,"Qualidade ótima, recomendo.",2024-10-29
1053,10575,49,1950,1,"Não recomendo, péssima experiência.",2023-12-14
1054,1438,91,2067,5,Muito satisfeito com a compra.,2023-02-04
1055,9188,142,1487,4,"Produto excelente, chegou antes do prazo!",2024-02-13
1056,11847,128,2768,5,,2024-06-07
1057,5398,149,1480,1,"Não recomendo, péssima experiência.",2023-05-18
1058,4465,85,2868,5,,2023-03-17
1059,8685,48,131,4,Entrega rápida e produto conforme descrito.,2023-02-24
1060,11523,110,1276,5,"Produto excelente, chegou antes do prazo!",2023-11-27
1061,9004,16,2695,4,Superou minhas expectativas!,2024-05-27
1062,6541,16,1473,3,"Produto ok, dentro do esperado.",2023-02-01
1063,10260,186,8,2,Qualidade abaixo do esperado.,2023-03-02
1064,8763,91,2172,5,"Produto excelente, chegou antes do prazo!",2023-05-21
1065,10646,185,1480,4,Superou minhas expectativas!,2024-10-04
1066,6858,144,2830,5,"Qualidade ótima, recomendo.",2024-01-27
1067,1806,12,243,2,Demorou muito para chegar.,2024-09-17
1068,7809,45,609,4,Superou minhas expectativas!,2023-07-28
1069,6140,144,1156,3,"Produto ok, dentro do esperado.",2024-06-09
1070,2832,61,1520,5,Entrega rápida e produto conforme descrito.,2023-02-08
1071,8665,102,578,3,"Entrega no prazo, produto regular.",2024-08-13
1072,9784,197,2328,4,,2024-12-02
1073,8332,115,1185,5,"Produto excelente, chegou antes do prazo!",2024-06-01
1074,3296,70,1384,3,"Produto ok, dentro do esperado.",2023-02-13
1075,10664,34,589,4,,2024-12-08
1076,6754,58,2027,5,Superou minhas expectativas!,2024-05-31
1077,10584,38,2731,4,Entrega rápida e produto conforme descrito.,2024-05-10
1078,3936,194,624,5,Muito satisfeito com a compra.,2023-12-20
1079,10919,172,553,5,Muito satisfeito com a compra.,2023-04-16
1080,5589,190,496,3,,2024-09-21
1081,4754,67,469,3,"Entrega no prazo, produto regular.",2024-05-04
1082,8157,107,620,5,Entrega rápida e produto conforme descrito.,2024-11-28
1083,14199,188,1757,4,Entrega rápida e produto conforme descrito.,2023-08-20
1084,8054,54,1710,3,"Produto ok, dentro do esperado.",2023-12-23
1085,3670,136,2837,5,,2024-12-13
1086,11998,51,2854,2,,2024-02-13
1087,840,116,525,3,"Produto ok, dentro do esperado.",2024-08-28
1088,1506,100,996,5,Superou minhas expectativas!,2024-09-20
1089,3197,51,2204,4,"Qualidade ótima, recomendo.",2023-07-02
1090,11200,64,90,3,,2023-12-25
1091,3644,185,485,5,,2023-03-17
1092,4725,153,2886,3,,2023-06-30
1093,13901,141,1741,4,"Qualidade ótima, recomendo.",2024-04-27
1094,10000,118,1727,3,"Nada de especial, mas funciona.",2024-06-08
1095,8879,76,451,5,Entrega rápida e produto conforme descrito.,2024-12-19
1096,14363,1,2001,2,"Não recomendo, péssima experiência.",2023-12-28
1097,8460,10,1478,1,Demorou muito para chegar.,2023-03-29
1098,13304,112,2308,5,"Qualidade ótima, recomendo.",2023-12-03
1099,11323,170,182,3,"Produto ok, dentro do esperado.",2023-08-22
1100,9943,98,451,2,Demorou muito para chegar.,2024-05-12
1101,10061,5,356,4,Entrega rápida e produto conforme descrito.,2023-07-31
1102,2861,167,1618,5,"Produto excelente, chegou antes do prazo!",2024-04-23
1103,7526,153,1642,5,Muito satisfeito com a compra.,2023-12-17
1104,5043,81,1249,5,"Qualidade ótima, recomendo.",2024-03-26
1105,13873,121,2605,4,Muito satisfeito com a compra.,2023-01-28
1106,5794,104,1744,5,"Qualidade ótima, recomendo.",2023-12-27
1107,10075,70,2817,5,"Qualidade ótima, recomendo.",2024-03-13
1108,1741,113,613,5,Muito satisfeito com a compra.,2024-09-25
1109,348,191,2373,1,Produto veio com defeito.,2023-12-29
1110,1964,26,1619,3,,2024-08-01
1111,2411,163,446,5,"Produto excelente, chegou antes do prazo!",2024-01-15
1112,12258,84,1267,3,"Produto ok, dentro do esperado.",2023-06-05
1113,11548,22,685,2,"Não recomendo, péssima experiência.",2023-10-11
1114,530,180,1589,5,Superou minhas expectativas!,2023-07-07
1115,10661,185,2857,4,Entrega rápida e produto conforme descrito.,2024-11-24
1116,6546,27,2678,4,Superou minhas expectativas!,2023-01-10
1117,9898,4,696,3,"Nada de especial, mas funciona.",2023-11-25
1118,5464,175,1304,5,Entrega rápida e produto conforme descrito.,2024-11-30
1119,9824,149,1945,4,"Produto excelente, chegou antes do prazo!",2023-06-10
1120,2985,28,628,1,"Não recomendo, péssima experiência.",2023-12-28
1121,13471,56,1965,4,Muito satisfeito com a compra.,2023-09-12
1122,2435,103,2152,5,"Qualidade ótima, recomendo.",2024-06-13
1123,7909,17,16,1,Veio diferente do anunciado.,2024-05-25
1124,14869,71,684,5,,2023-12-18
1125,11935,198,927,1,Demorou muito para chegar.,2024-04-28
1126,3510,78,1911,3,,2024-12-25
1127,9209,175,1731,4,,2024-04-25
1128,14555,61,2017,2,Demorou muito para chegar.,2024-07-03
1129,10565,78,2392,5,"Qualidade ótima, recomendo.",2023-11-06
1130,4194,148,1903,5,"Qualidade ótima, recomendo.",2024-09-21
1131,8155,19,2179,1,,2024-08-12
1132,6924,81,769,5,"Qualidade ótima, recomendo.",2024-05-15
1133,14836,155,2808,1,,2024-09-14
1134,12870,68,907,1,"Não recomendo, péssima experiência.",2023-03-07
1135,14902,127,1581,4,Superou minhas expectativas!,2024-10-02
1136,6628,136,1218,4,"Produto excelente, chegou antes do prazo!",2023-11-13
1137,8221,30,2676,2,,2024-10-26
1138,1800,103,2204,4,,2024-09-03
1139,11315,108,1881,3,"Entrega no prazo, produto regular.",2024-01-21
1140,10270,147,822,5,,2023-12-01
1141,4071,4,368,3,,2024-12-25
1142,14757,95,160,1,Qualidade abaixo do esperado.,2024-08-25
1143,7637,85,2752,5,,2024-09-21
1144,9543,194,2437,3,"Entrega no prazo, produto regular.",2023-09-29
1145,9100,115,1907,4,"Produto excelente, chegou antes do prazo!",2024-02-18
1146,2665,78,1631,5,Superou minhas expectativas!,2024-03-24
1147,3586,49,2912,3,"Entrega no prazo, produto regular.",2023-07-10
1148,4233,177,2554,1,Veio diferente do anunciado.,2024-07-19
1149,12291,155,1316,1,Demorou muito para chegar.,2023-04-30
1150,1835,168,1042,5,"Produto excelente, chegou antes do prazo!",2023-12-17
1151,8058,163,59,4,,2023-08-19
1152,1038,88,838,5,Muito satisfeito com a compra.,2023-05-15
1153,12005,40,749,2,Produto veio com defeito.,2023-06-24
1154,3539,180,631,4,Entrega rápida e produto conforme descrito.,2023-11-26
1155,8140,57,2483,5,"Qualidade ótima, recomendo.",2023-08-24
1156,10645,40,512,2,"Não recomendo, péssima experiência.",2023-08-26
1157,10399,159,2692,5,Entrega rápida e produto conforme descrito.,2024-08-15
1158,7406,19,47,1,Qualidade abaixo do esperado.,2023-07-20
1159,3480,15,2322,5,,2023-12-14
1160,5494,27,2839,3,,2023-11-09
1161,3661,156,2792,2,Demorou muito para chegar.,2023-11-25
1162,6983,86,1683,3,,2024-07-04
1163,2689,57,1018,4,"Qualidade ótima, recomendo.",2023-08-16
1164,13079,168,1893,5,Superou minhas expectativas!,2023-11-12
1165,1982,117,2130,3,"Nada de especial, mas funciona.",2024-06-13
1166,3085,153,1680,4,Entrega rápida e produto conforme descrito.,2024-12-20
1167,9229,59,135,4,Superou minhas expectativas!,2023-11-17
1168,7859,185,2552,5,,2023-12-23
1169,14685,32,2741,5,"Qualidade ótima, recomendo.",2023-03-27
1170,8581,35,269,4,"Produto excelente, chegou antes do prazo!",2024-03-31
1171,4126,27,161,4,"Qualidade ótima, recomendo.",2024-06-01
1172,11898,45,1151,1,Qualidade abaixo do esperado.,2024-01-17
1173,1208,109,683,3,"Entrega no prazo, produto regular.",2023-07-28
1174,415,110,528,5,,2023-06-28
1175,11774,176,405,4,Muito satisfeito com a compra.,2023-10-13
1176,11437,67,1032,2,Demorou muito para chegar.,2023-11-27
1177,14655,184,1218,5,,2023-05-21
1178,3040,179,1440,5,Muito satisfeito com a compra.,2024-02-14
1179,8161,166,1409,4,"Produto excelente, chegou antes do prazo!",2023-07-17
1180,2475,84,740,4,"Produto excelente, chegou antes do prazo!",2024-02-17
1181,5037,14,1741,5,"Qualidade ótima, recomendo.",2024-04-04
1182,7458,88,2862,5,Muito satisfeito com a compra.,2023-12-09
1183,1150,4,2264,1,Qualidade abaixo do esperado.,2024-01-18
1184,14315,18,836,4,"Qualidade ótima, recomendo.",2024-08-26
1185,5242,138,923,4,Superou minhas expectativas!,2023-04-07
1186,14440,167,2410,4,"Qualidade ótima, recomendo.",2023-01-28
1187,10174,6,1100,3,,2023-10-10
1188,11400,192,465,3,"Entrega no prazo, produto regular.",2024-01-04
1189,14677,14,1658,5,Muito satisfeito com a compra.,2024-09-29
1190,2102,97,2292,3,"Produto ok, dentro do esperado.",2023-04-20
1191,704,147,219,5,Muito satisfeito com a compra.,2024-05-28
1192,11895,143,1312,2,Produto veio com defeito.,2024-12-26
1193,3511,195,753,1,Veio diferente do anunciado.,2024-12-03
1194,9461,126,2027,1,Produto veio com defeito.,2024-04-23
1195,8077,154,130,2,Veio diferente do anunciado.,2024-01-18
1196,3633,21,800,5,,2024-03-13
1197,6681,197,2340,4,,2024-09-07
1198,6746,79,2980,2,Veio diferente do anunciado.,2024-10-18
1199,3269,196,2175,4,"Produto excelente, chegou antes do prazo!",2023-05-29
1200,6015,92,2229,3,"Nada de especial, mas funciona.",2024-10-05
1201,13115,171,2882,2,Veio diferente do anunciado.,2023-03-23
1202,14466,146,1329,5,Entrega rápida e produto conforme descrito.,2023-04-22
1203,9535,72,278,5,Entrega rápida e produto conforme descrito.,2024-12-30
1204,8676,73,2375,4,Superou minhas expectativas!,2024-11-07
1205,5868,9,774,5,Entrega rápida e produto conforme descrito.,2024-07-29
1206,9090,67,2988,2,"Não recomendo, péssima experiência.",2024-05-22
1207,11708,112,537,5,Entrega rápida e produto conforme descrito.,2023-01-18
1208,8153,72,1245,5,"Qualidade ótima, recomendo.",2023-07-08
1209,12233,28,2142,2,Demorou muito para chegar.,2023-06-07
1210,5746,25,1779,3,"Entrega no prazo, produto regular.",2024-05-09
1211,13259,78,751,5,"Produto excelente, chegou antes do prazo!",2023-07-14
1212,2958,67,2767,3,,2023-12-11
1213,3919,78,2801,5,Muito satisfeito com a compra.,2023-08-29
1214,2817,57,2840,5,,2023-11-18
1215,12710,95,909,2,"Não recomendo, péssima experiência.",2024-07-21
1216,2306,125,2303,5,,2024-05-28
1217,6980,11,1086,2,Veio diferente do anunciado.,2024-02-24
1218,13868,10,1261,3,"Entrega no prazo, produto regular.",2023-10-03
1219,364,84,894,3,"Produto ok, dentro do esperado.",2024-01-01
1220,6308,24,279,1,Demorou muito para chegar.,2024-05-18
1221,12504,18,518,2,Veio diferente do anunciado.,2023-05-26
1222,9126,61,955,4,,2023-12-29
1223,8032,126,2223,1,Demorou muito para chegar.,2023-04-13
1224,5812,193,1947,4,"Produto excelente, chegou antes do prazo!",2023-11-30
1225,4221,106,2449,1,"Não recomendo, péssima experiência.",2023-12-02
1226,9579,13,1332,5,"Produto excelente, chegou antes do prazo!",2024-01-18
1227,10212,66,2162,4,,2023-10-26
1228,14497,165,1836,4,"Qualidade ótima, recomendo.",2023-11-15
1229,5468,120,117,3,,2023-06-22
1230,2561,30,2824,1,Veio diferente do anunciado.,2023-12-29
1231,13414,12,722,5,"Produto excelente, chegou antes do prazo!",2023-10-28
1232,14670,111,850,4,"Qualidade ótima, recomendo.",2024-05-07
1233,682,98,2202,2,Qualidade abaixo do esperado.,2024-12-09
1234,8252,146,127,5,Entrega rápida e produto conforme descrito.,2023-12-31
1235,6490,149,2474,4,Muito satisfeito com a compra.,2023-08-10
1236,6296,84,662,3,"Nada de especial, mas funciona.",2024-09-18
1237,10709,108,1351,3,,2023-07-12
1238,13353,186,1453,5,"Produto excelente, chegou antes do prazo!",2024-10-04
1239,9718,128,306,4,,2024-02-12
1240,3013,77,2311,4,,2023-05-08
1241,5816,166,39,5,"Qualidade ótima, recomendo.",2024-11-27
1242,3323,156,528,2,Produto veio com defeito.,2024-01-15
1243,7493,56,2153,3,"Entrega no prazo, produto regular.",2023-06-15
1244,12097,59,349,4,Superou minhas expectativas!,2024-10-07
1245,370,175,1845,1,Veio diferente do anunciado.,2024-07-12
1246,2857,69,78,4,Entrega rápida e produto conforme descrito.,2024-08-27
1247,2252,131,1925,3,"Nada de especial, mas funciona.",2023-07-21
1248,8849,91,749,4,"Produto excelente, chegou antes do prazo!",2023-12-01
1249,14657,7,2227,3,"Produto ok, dentro do esperado.",2023-11-26
1250,451,195,2716,1,Demorou muito para chegar.,2023-02-20
1251,3806,76,1985,3,"Produto ok, dentro do esperado.",2024-01-11
1252,13394,60,393,3,"Nada de especial, mas funciona.",2023-12-18
1253,8490,76,2770,4,Superou minhas expectativas!,2023-11-23
1254,4177,57,2670,5,"Produto excelente, chegou antes do prazo!",2023-06-05
1255,14977,76,2077,5,Superou minhas expectativas!,2023-06-28
1256,1269,5,702,2,Demorou muito para chegar.,2024-08-16
1257,11036,102,86,3,"Entrega no prazo, produto regular.",2023-12-14
1258,2807,88,138,2,Produto veio com defeito.,2024-03-04
1259,5117,75,2079,3,"Produto ok, dentro do esperado.",2024-04-01
1260,12319,123,1020,1,Produto veio com defeito.,2024-10-08
1261,9374,66,1555,5,Superou minhas expectativas!,2023-12-30
1262,8087,139,1440,5,"Qualidade ótima, recomendo.",2024-12-15
1263,918,3,1980,3,,2024-05-18
1264,783,185,615,5,Superou minhas expectativas!,2023-12-23
1265,8700,76,1370,4,Entrega rápida e produto conforme descrito.,2024-10-02
1266,3168,142,1258,5,"Qualidade ótima, recomendo.",2024-07-09
1267,14061,184,2718,1,,2023-12-08
1268,10405,84,2776,5,,2024-12-21
1269,5822,123,739,4,"Produto excelente, chegou antes do prazo!",2024-10-31
1270,10095,148,84,5,"Qualidade ótima, recomendo.",2024-01-11
1271,5744,90,278,2,Demorou muito para chegar.,2024-06-05
1272,4496,138,2224,4,,2023-09-11
1273,14945,159,2982,1,Qualidade abaixo do esperado.,2024-12-25
1274,8667,28,1432,2,"Não recomendo, péssima experiência.",2024-03-06
