id,pedido_id,cliente_id,categoria_problema,data_abertura,data_resolucao,status
948,14794,545,defeito,2023-11-04,2023-11-14,resolvido
949,5796,314,dúvida,2023-07-17,2023-07-24,resolvido
950,3794,1048,defeito,2024-06-08,2024-06-10,resolvido
951,14232,1451,defeito,2024-05-30,2024-06-03,resolvido
952,9862,392,dúvida,2023-12-07,2023-12-17,resolvido
953,10073,921,defeito,2023-12-25,,escalado
954,8764,2580,atraso,2023-07-25,2023-08-07,resolvido
955,10502,1191,atraso,2023-11-28,,escalado
956,8630,539,atraso,2024-09-03,2024-09-19,resolvido
957,9193,1392,troca,2023-01-09,,escalado
958,2338,512,troca,2023-02-10,2023-02-20,resolvido
959,8350,143,troca,2023-02-11,2023-02-16,resolvido
960,1842,1697,troca,2023-12-15,2023-12-17,resolvido
961,3735,2946,atraso,2024-01-03,2024-01-20,resolvido
962,11797,824,dúvida,2023-11-27,2023-11-29,resolvido
963,7227,701,dúvida,2024-11-26,2024-12-06,resolvido
964,5071,79,dúvida,2024-07-15,2024-07-22,resolvido
965,1145,2809,troca,2023-10-31,,aberto
966,12045,2062,dúvida,2023-11-18,2023-11-25,resolvido
967,14137,665,atraso,2024-06-19,,aberto
968,8542,1964,troca,2024-02-06,2024-02-08,resolvido
969,13723,1110,dúvida,2024-03-07,,escalado
970,8968,811,dúvida,2023-12-30,2024-01-01,resolvido
971,5910,226,atraso,2023-09-30,2023-10-18,resolvido
972,5372,2113,defeito,2023-12-01,,aberto
973,11181,1137,defeito,2023-05-07,2023-05-15,resolvido
974,10337,1595,atraso,2023-07-11,,escalado
975,9183,2987,dúvida,2024-11-30,,escalado
976,2702,2569,troca,2023-06-07,2023-06-16,resolvido
977,7108,1148,defeito,2023-12-11,,aberto
978,8255,2018,atraso,2023-11-10,2023-11-28,resolvido
979,4928,692,dúvida,2023-12-12,,aberto
980,5509,963,cobrança,2023-08-24,2023-08-25,resolvido
981,4560,2611,troca,2023-03-10,,escalado
982,1666,1689,dúvida,2024-01-08,2024-01-15,resolvido
983,5266,865,atraso,2023-03-13,,aberto
984,8742,2655,defeito,2024-06-16,2024-06-22,resolvido
985,5696,1744,dúvida,2024-07-30,,aberto
986,4248,1608,defeito,2023-02-02,2023-02-05,resolvido
987,4374,1798,dúvida,2024-09-16,,escalado
988,2979,2225,dúvida,2024-09-12,,aberto
989,6364,2705,troca,2024-03-16,,aberto
990,11376,1242,defeito,2024-05-31,,escalado
991,4362,428,atraso,2024-05-02,2024-05-20,resolvido
992,2348,400,troca,2023-12-13,,aberto
993,11978,2895,atraso,2023-03-30,2023-04-07,resolvido
994,1839,241,atraso,2023-08-31,,escalado
995,8055,1873,dúvida,2024-10-30,,escalado
996,5397,1059,atraso,2023-06-30,2023-07-10,resolvido
997,11321,1253,atraso,2024-02-25,,aberto
998,4767,2992,dúvida,2023-01-24,2023-01-27,resolvido
999,12048,1250,cobrança,2024-05-06,2024-05-15,resolvido
1000,7604,993,troca,2024-09-25,,escalado
1001,2370,2865,cobrança,2023-05-09,2023-05-14,resolvido
1002,4603,732,troca,2023-12-07,2023-12-15,resolvido
1003,8434,769,troca,2024-02-27,2024-03-01,resolvido
1004,5014,1567,atraso,2024-05-26,,escalado
1005,263,35,troca,2023-05-26,2023-06-01,resolvido
1006,10866,748,atraso,2024-08-02,2024-08-22,resolvido
1007,7111,1621,defeito,2024-12-30,2025-01-07,resolvido
1008,5867,346,dúvida,2024-10-25,,aberto
1009,11479,531,atraso,2024-06-01,2024-06-08,resolvido
1010,4577,530,troca,2023-11-30,2023-12-03,resolvido
1011,11373,341,troca,2024-12-02,,aberto
1012,10626,563,dúvida,2023-04-02,,aberto
1013,9313,2288,dúvida,2023-12-06,2023-12-07,resolvido
1014,2647,1862,troca,2023-06-05,2023-06-06,resolvido
1015,9666,1791,dúvida,2024-10-23,2024-10-26,resolvido
1016,9511,2310,dúvida,2024-06-29,,aberto
1017,5357,2298,atraso,2023-12-10,2023-12-27,resolvido
1018,2657,1103,defeito,2023-12-16,2023-12-23,resolvido
1019,11787,666,troca,2024-02-16,,aberto
1020,3275,1864,defeito,2023-01-24,2023-01-27,resolvido
1021,9116,1772,atraso,2024-11-08,2024-11-23,resolvido
1022,14707,2951,dúvida,2023-12-06,2023-12-08,resolvido
1023,9459,227,dúvida,2023-04-27,,aberto
1024,9757,1866,cobrança,2024-11-30,2024-12-06,resolvido
1025,9688,2689,dúvida,2023-12-16,2023-12-24,resolvido
1026,12820,1067,dúvida,2023-12-14,2023-12-17,resolvido
1027,6737,2951,atraso,2024-06-10,2024-06-22,resolvido
1028,8601,1473,dúvida,2024-08-18,,escalado
1029,14259,797,atraso,2024-12-02,,escalado
1030,11014,2987,cobrança,2023-12-03,2023-12-13,resolvido
1031,6600,2694,atraso,2023-08-06,2023-08-22,resolvido
1032,7967,315,atraso,2023-11-16,,escalado
1033,1632,2414,atraso,2024-04-02,,aberto
1034,4556,2165,atraso,2023-11-15,2023-11-25,resolvido
1035,9426,1703,dúvida,2023-10-09,,aberto
1036,9157,2258,cobrança,2024-10-06,2024-10-15,resolvido
1037,10934,2815,atraso,2023-07-20,2023-08-06,resolvido
1038,3953,521,cobrança,2024-04-17,2024-04-22,resolvido
1039,3843,1625,dúvida,2023-12-13,2023-12-17,resolvido
1040,12807,1873,cobrança,2023-12-07,2023-12-12,resolvido
1041,12436,728,atraso,2023-11-22,,escalado
1042,7644,2342,troca,2023-11-22,,escalado
1043,2080,1700,atraso,2023-12-02,2023-12-14,resolvido
1044,13360,868,atraso,2023-08-30,2023-09-07,resolvido
1045,6470,186,defeito,2024-07-25,,escalado
1046,12411,2047,defeito,2023-12-27,,escalado
1047,8281,58,atraso,2024-03-28,2024-04-13,resolvido
1048,897,187,troca,2024-04-19,2024-04-22,resolvido
1049,5792,1810,dúvida,2024-08-23,2024-08-26,resolvido
1050,2749,91,dúvida,2023-01-27,,aberto
1051,9402,465,atraso,2024-09-02,,aberto
1052,14496,2610,dúvida,2023-06-01,2023-06-07,resolvido
1053,12456,751,cobrança,2024-10-31,,aberto
1054,772,1651,troca,2024-09-20,2024-09-25,resolvido
1055,7591,1627,cobrança,2023-11-14,2023-11-23,resolvido
1056,9321,2537,defeito,2024-12-08,2024-12-11,resolvido
1057,1817,1355,dúvida,2023-06-06,2023-06-14,resolvido
1058,3853,1880,troca,2024-09-27,2024-10-01,resolvido
1059,13554,2007,atraso,2024-12-23,,escalado
1060,8765,2513,cobrança,2023-11-28,,aberto
1061,3239,1175,dúvida,2024-12-09,,escalado
1062,10293,877,atraso,2024-11-01,,aberto
1063,1092,2940,troca,2023-08-12,2023-08-20,resolvido
1064,14921,2328,cobrança,2023-08-16,,escalado
1065,726,2373,troca,2023-06-09,2023-06-16,resolvido
1066,1607,1766,cobrança,2024-10-11,2024-10-18,resolvido
1067,11020,1626,atraso,2024-12-19,2025-01-03,resolvido
1068,752,1060,cobrança,2024-07-30,2024-08-08,resolvido
1069,2411,446,atraso,2023-12-19,2023-12-30,resolvido
1070,5508,2894,defeito,2023-05-29,,aberto
1071,5333,564,dúvida,2024-11-30,2024-12-08,resolvido
1072,7207,1870,defeito,2024-01-09,,escalado
1073,2094,2533,defeito,2023-05-22,2023-05-29,resolvido
1074,1080,1806,dúvida,2024-07-17,,escalado
1075,12809,380,cobrança,2024-12-10,2024-12-17,resolvido
1076,4270,977,dúvida,2023-07-31,2023-08-07,resolvido
1077,10915,1668,dúvida,2024-05-21,2024-05-22,resolvido
1078,10909,905,troca,2023-11-08,2023-11-17,resolvido
1079,14522,2586,troca,2023-11-29,2023-11-30,resolvido
1080,8428,685,dúvida,2024-05-18,2024-05-19,resolvido
1081,1489,807,troca,2024-11-06,2024-11-08,resolvido
1082,10898,101,atraso,2023-09-11,,aberto
1083,6,2384,defeito,2024-08-19,,escalado
1084,79,1236,atraso,2023-12-09,,escalado
1085,1334,2457,troca,2024-08-19,,escalado
1086,4505,1503,troca,2024-05-15,2024-05-20,resolvido
1087,8120,1970,atraso,2023-03-03,2023-03-12,resolvido
1088,14862,356,defeito,2023-11-29,2023-12-01,resolvido
1089,11397,577,troca,2023-10-27,2023-10-28,resolvido
1090,4140,2936,dúvida,2024-09-26,,aberto
1091,10907,1766,troca,2023-06-03,2023-06-10,resolvido
1092,9926,1009,atraso,2023-12-14,,aberto
1093,3316,2849,atraso,2023-08-06,,aberto
1094,13067,2956,dúvida,2024-09-07,,aberto
1095,1967,1760,dúvida,2023-03-08,2023-03-12,resolvido
1096,8836,1920,troca,2024-06-21,2024-06-25,resolvido
1097,7318,2590,atraso,2023-06-01,2023-06-19,resolvido
1098,4444,835,troca,2023-09-09,,escalado
1099,10266,980,cobrança,2024-04-26,,escalado
1100,13342,588,atraso,2024-05-28,2024-06-02,resolvido
1101,1527,1011,troca,2023-08-02,2023-08-03,resolvido
1102,11381,2197,defeito,2024-07-19,2024-07-27,resolvido
1103,11732,2121,dúvida,2023-12-04,2023-12-08,resolvido
1104,7122,585,dúvida,2024-10-04,2024-10-13,resolvido
1105,9905,2141,troca,2024-07-31,,escalado
1106,8369,2030,cobrança,2023-10-23,2023-10-27,resolvido
1107,10240,789,dúvida,2023-12-11,,aberto
1108,13789,2966,atraso,2023-09-28,2023-10-08,resolvido
1109,8817,2970,dúvida,2024-06-22,,escalado
1110,9226,281,atraso,2023-11-16,2023-12-04,resolvido
1111,9675,657,atraso,2023-04-16,2023-04-23,resolvido
1112,5256,1055,cobrança,2023-11-25,2023-12-04,resolvido
1113,1948,1179,dúvida,2023-04-25,,aberto
1114,11998,2854,dúvida,2024-01-01,,escalado
1115,10619,1292,defeito,2024-08-18,,escalado
1116,12036,744,cobrança,2023-05-29,2023-06-03,resolvido
1117,4827,2047,troca,2023-12-02,,escalado
1118,5444,958,troca,2023-12-18,2023-12-19,resolvido
1119,8242,2571,defeito,2023-08-25,,aberto
1120,6734,128,defeito,2024-04-09,,aberto
1121,1976,2594,troca,2024-09-06,2024-09-07,resolvido
1122,1055,1918,atraso,2023-04-21,2023-05-09,resolvido
1123,13057,2529,dúvida,2023-06-10,2023-06-14,resolvido
1124,8743,624,dúvida,2024-07-04,,escalado
1125,7345,431,defeito,2023-11-02,2023-11-07,resolvido
1126,8040,1921,defeito,2023-12-07,2023-12-15,resolvido
1127,1883,1529,dúvida,2024-09-10,,escalado
1128,4655,1295,dúvida,2024-08-03,2024-08-06,resolvido
1129,13427,2176,defeito,2023-12-09,,aberto
1130,10361,900,troca,2023-01-29,2023-02-04,resolvido
1131,2668,2488,defeito,2023-02-22,,escalado
1132,14483,248,dúvida,2024-08-09,2024-08-10,resolvido
1133,2263,1709,atraso,2023-03-25,,escalado
1134,12821,1565,atraso,2024-11-20,2024-11-30,resolvido
1135,10222,404,troca,2023-11-15,2023-11-22,resolvido
1136,13903,210,defeito,2024-09-13,2024-09-21,resolvido
1137,13177,1259,atraso,2023-11-29,,escalado
1138,7681,317,dúvida,2024-05-29,,escalado
1139,3440,999,defeito,2023-07-19,2023-07-23,resolvido
1140,5213,1195,defeito,2023-11-26,,escalado
1141,7810,514,cobrança,2023-03-24,,aberto
1142,2192,2473,cobrança,2023-03-03,2023-03-12,resolvido
1143,5630,2579,atraso,2023-12-09,2023-12-17,resolvido
1144,13771,354,dúvida,2024-07-01,2024-07-04,resolvido
1145,1934,269,cobrança,2023-07-12,2023-07-14,resolvido
1146,12881,98,atraso,2024-12-29,2025-01-16,resolvido
1147,3289,2376,atraso,2023-09-05,,escalado
1148,1767,1757,defeito,2024-01-27,2024-02-05,resolvido
1149,5480,1716,troca,2023-02-05,2023-02-13,resolvido
1150,14346,1849,cobrança,2023-05-17,2023-05-19,resolvido
1151,10483,538,dúvida,2023-12-17,,aberto
1152,1457,1698,defeito,2023-05-25,2023-05-28,resolvido
1153,12287,288,dúvida,2023-09-03,2023-09-09,resolvido
1154,7934,1663,defeito,2023-03-15,,aberto
1155,10751,1387,troca,2024-09-13,2024-09-16,resolvido
1156,13239,597,cobrança,2024-10-14,2024-10-20,resolvido
1157,7546,2189,dúvida,2023-03-24,2023-03-29,resolvido
1158,9042,888,atraso,2023-09-30,2023-10-05,resolvido
1159,13022,1208,atraso,2023-11-15,,aberto
1160,6617,595,atraso,2023-11-25,,aberto
1161,919,604,dúvida,2023-12-07,,escalado
1162,69,1352,cobrança,2024-08-01,,aberto
1163,1256,2835,atraso,2024-03-23,,aberto
1164,9487,1322,dúvida,2023-06-26,2023-06-29,resolvido
1165,4861,1230,defeito,2023-12-02,2023-12-11,resolvido
1166,10667,1979,dúvida,2023-05-06,,escalado
1167,2490,362,troca,2023-10-19,,escalado
1168,6988,2741,atraso,2024-11-08,2024-11-14,resolvido
1169,6674,1414,defeito,2024-03-17,2024-03-19,resolvido
1170,7723,732,cobrança,2024-10-06,2024-10-07,resolvido
1171,7045,2951,troca,2024-05-18,2024-05-23,resolvido
1172,3644,485,dúvida,2023-03-18,2023-03-21,resolvido
1173,4860,2196,troca,2023-10-10,2023-10-12,resolvido
1174,999,2912,cobrança,2023-11-21,2023-11-27,resolvido
1175,3041,709,atraso,2024-09-15,2024-09-25,resolvido
1176,13298,295,cobrança,2023-04-18,2023-04-26,resolvido
1177,12516,248,atraso,2023-07-11,,aberto
1178,13857,1082,cobrança,2023-06-17,2023-06-21,resolvido
1179,7737,2900,defeito,2023-03-27,,escalado
1180,4807,1388,defeito,2024-11-15,,aberto
1181,4751,2548,defeito,2023-03-25,,aberto
1182,14119,1503,troca,2023-03-20,2023-03-28,resolvido
1183,8678,2421,atraso,2023-10-08,2023-10-14,resolvido
1184,144,728,dúvida,2023-11-18,2023-11-28,resolvido
1185,13854,2338,atraso,2024-07-25,,escalado
1186,8259,2229,troca,2024-10-19,,escalado
1187,11767,1693,cobrança,2024-06-15,,aberto
1188,3179,166,cobrança,2024-01-04,,escalado
1189,14985,458,defeito,2023-12-13,2023-12-20,resolvido
1190,6772,1297,atraso,2024-10-24,2024-11-06,resolvido
1191,9270,2344,cobrança,2024-03-16,,escalado
1192,6383,2830,atraso,2023-08-26,,escalado
1193,11113,2514,dúvida,2023-12-04,,escalado
1194,2557,2821,defeito,2024-11-30,,escalado
1195,14301,291,troca,2023-11-17,,escalado
1196,7392,1087,dúvida,2024-12-03,2024-12-05,resolvido
1197,4122,1858,troca,2024-11-03,2024-11-08,resolvido
1198,8607,2141,troca,2023-04-11,2023-04-16,resolvido
1199,12802,1378,cobrança,2023-03-01,2023-03-11,resolvido
1200,7056,2608,defeito,2023-06-19,2023-06-29,resolvido
1201,14621,2307,atraso,2024-07-22,2024-08-11,resolvido
1202,4881,2175,atraso,2024-06-26,,aberto
1203,11400,465,dúvida,2023-12-07,,escalado
1204,10153,130,atraso,2023-03-27,,aberto
1205,78,1994,troca,2023-09-06,2023-09-10,resolvido
1206,2823,2113,cobrança,2023-01-24,,escalado
1207,11207,2785,cobrança,2023-12-24,2024-01-03,resolvido
1208,4240,2594,dúvida,2024-06-14,2024-06-15,resolvido
1209,7615,968,troca,2023-11-17,,aberto
1210,8888,806,defeito,2023-06-28,2023-07-03,resolvido
1211,2060,2887,cobrança,2023-11-30,,aberto
1212,13952,992,defeito,2024-09-16,2024-09-24,resolvido
1213,6650,2994,cobrança,2023-12-20,2023-12-21,resolvido
1214,5993,1826,atraso,2024-12-21,2024-12-30,resolvido
1215,10096,443,atraso,2023-07-17,2023-07-22,resolvido
1216,3199,1903,dúvida,2023-12-18,2023-12-28,resolvido
1217,7836,1028,defeito,2024-08-05,,escalado
1218,10099,825,dúvida,2024-07-11,,aberto
1219,4097,144,cobrança,2024-01-04,2024-01-11,resolvido
1220,4062,2751,cobrança,2023-11-17,,aberto
1221,1587,2178,defeito,2023-02-17,2023-02-19,resolvido
1222,3777,625,troca,2023-12-11,2023-12-14,resolvido
1223,356,739,atraso,2023-12-04,2023-12-20,resolvido
1224,4233,2554,troca,2024-07-18,,aberto
1225,8301,845,dúvida,2023-03-10,2023-03-12,resolvido
1226,14134,321,cobrança,2023-07-18,,escalado
1227,2812,2022,defeito,2024-08-23,2024-09-01,resolvido
1228,9623,2485,troca,2023-06-01,2023-06-03,resolvido
1229,6908,1564,dúvida,2024-04-18,,aberto
1230,4493,2802,troca,2023-11-03,2023-11-05,resolvido
1231,9198,1050,troca,2023-07-16,2023-07-24,resolvido
1232,11362,950,dúvida,2023-05-30,,escalado
1233,3463,75,troca,2024-01-15,,aberto
1234,12360,1649,defeito,2024-07-03,,aberto
1235,615,1905,troca,2023-12-20,,aberto
1236,2088,223,cobrança,2024-12-18,2024-12-20,resolvido
1237,10700,2252,cobrança,2023-10-26,2023-11-02,resolvido
1238,3415,2345,troca,2024-04-12,2024-04-14,resolvido
1239,6023,1143,dúvida,2023-07-18,,escalado
1240,7096,2818,atraso,2024-03-11,2024-03-24,resolvido
1241,9483,364,cobrança,2024-05-24,2024-05-25,resolvido
1242,2610,2855,atraso,2023-11-30,2023-12-11,resolvido
1243,5651,2890,defeito,2023-12-27,,aberto
1244,5488,985,dúvida,2024-12-31,,aberto
1245,7997,1907,cobrança,2023-05-25,,aberto
1246,4375,2926,troca,2023-07-05,,escalado
1247,2036,804,troca,2024-12-13,2024-12-20,resolvido
1248,2963,654,dúvida,2024-11-29,2024-12-08,resolvido
1249,2377,1372,atraso,2024-05-15,2024-05-31,resolvido
1250,8199,2599,atraso,2023-12-07,,aberto
1251,13163,905,troca,2024-05-30,,aberto
1252,6559,1048,dúvida,2023-11-23,2023-11-30,resolvido
1253,13882,38,dúvida,2024-05-16,2024-05-25,resolvido
1254,9338,1534,troca,2023-10-08,,escalado
1255,6689,593,cobrança,2024-05-04,2024-05-13,resolvido
1256,8187,1958,cobrança,2023-11-25,2023-12-04,resolvido
1257,6307,526,dúvida,2023-05-05,2023-05-08,resolvido
1258,5430,308,cobrança,2023-08-31,,escalado
1259,14527,541,atraso,2023-04-13,2023-04-20,resolvido
1260,4422,951,troca,2024-02-17,2024-02-21,resolvido
1261,12868,198,cobrança,2024-04-02,2024-04-12,resolvido
1262,3107,1365,dúvida,2023-09-19,2023-09-26,resolvido
1263,11358,331,troca,2023-08-16,2023-08-19,resolvido
1264,419,2449,cobrança,2024-03-22,2024-03-31,resolvido
1265,3092,771,defeito,2023-12-22,2023-12-23,resolvido
1266,6480,1939,cobrança,2023-11-28,2023-11-30,resolvido
1267,2404,1791,cobrança,2024-12-09,,aberto
1268,11829,2445,defeito,2023-10-11,,aberto
1269,8923,1514,cobrança,2024-09-01,2024-09-08,resolvido
1270,5654,1001,atraso,2024-11-10,2024-11-23,resolvido
1271,14994,1266,atraso,2024-10-03,,escalado
1272,2111,2872,dúvida,2023-02-22,2023-03-01,resolvido
1273,6488,2262,atraso,2023-08-12,2023-08-30,resolvido
1274,3087,1102,atraso,2023-10-12,,escalado
1275,2098,1721,dúvida,2024-08-25,2024-08-29,resolvido
1276,14459,165,troca,2024-03-06,2024-03-09,resolvido
1277,14194,2988,troca,2024-09-26,2024-09-28,resolvido
1278,2231,278,atraso,2023-02-04,2023-02-15,resolvido
1279,9714,2384,dúvida,2023-03-10,2023-03-11,resolvido
1280,12189,2500,atraso,2024-08-23,2024-09-08,resolvido
1281,5828,2887,cobrança,2024-03-01,2024-03-08,resolvido
1282,11570,1978,defeito,2024-06-17,,escalado
1283,9923,45,dúvida,2023-08-18,,escalado
1284,8790,2342,dúvida,2023-02-26,2023-02-27,resolvido
1285,12612,994,defeito,2023-12-10,,aberto
1286,6803,359,defeito,2023-08-14,,escalado
1287,5900,2082,troca,2023-03-03,2023-03-11,resolvido
1288,6405,2942,troca,2023-12-02,,aberto
1289,2286,1762,troca,2024-06-09,,aberto
1290,1932,773,dúvida,2024-02-27,2024-03-06,resolvido
1291,2699,1283,atraso,2023-10-12,,aberto
1292,14380,1951,atraso,2023-12-12,,escalado
1293,394,1544,cobrança,2023-05-09,2023-05-11,resolvido
1294,11156,1993,atraso,2023-10-25,2023-10-31,resolvido
1295,1129,1766,defeito,2023-11-20,,aberto
1296,4895,2671,dúvida,2023-03-20,,escalado
1297,6860,1729,cobrança,2024-01-17,2024-01-19,resolvido
1298,3273,2915,atraso,2023-08-22,2023-09-02,resolvido
1299,13703,1172,atraso,2024-08-13,,aberto
1300,1456,2216,cobrança,2023-12-03,,escalado
1301,9420,1958,atraso,2024-01-02,,escalado
1302,13599,257,dúvida,2024-06-20,2024-06-24,resolvido
1303,9104,981,cobrança,2023-08-21,2023-08-30,resolvido
1304,224,1350,dúvida,2024-12-30,2025-01-05,resolvido
1305,2998,1088,atraso,2023-11-20,,aberto
1306,6931,546,dúvida,2023-03-23,2023-04-02,resolvido
1307,355,638,dúvida,2024-12-28,,escalado
1308,6817,2251,dúvida,2024-07-10,,escalado
1309,10136,2675,troca,2023-11-21,,aberto
1310,7817,26,defeito,2023-04-13,,aberto
1311,11522,19,atraso,2023-06-20,,escalado
1312,2076,696,cobrança,2024-05-08,2024-05-18,resolvido
1313,13959,701,atraso,2023-02-28,2023-03-19,resolvido
1314,2281,845,troca,2023-09-24,2023-10-04,resolvido
1315,11448,1228,troca,2023-10-01,2023-10-03,resolvido
1316,457,354,troca,2023-05-07,,escalado
1317,7953,2678,atraso,2023-12-26,2024-01-09,resolvido
1318,470,1492,atraso,2023-11-28,2023-12-16,resolvido
1319,14925,1653,troca,2024-11-09,,escalado
1320,8457,489,troca,2023-06-25,,escalado
1321,977,1972,atraso,2024-01-12,,escalado
1322,1057,1691,defeito,2023-03-08,,escalado
1323,651,1247,dúvida,2024-01-07,,aberto
1324,4975,189,troca,2023-11-08,2023-11-17,resolvido
1325,10957,2370,dúvida,2024-06-29,2024-06-30,resolvido
1326,6328,1213,atraso,2023-12-17,,aberto
1327,7549,2705,dúvida,2023-12-17,,escalado
1328,5291,1352,troca,2023-11-16,2023-11-17,resolvido
1329,7650,1579,atraso,2023-06-04,,aberto
1330,14231,572,dúvida,2023-12-23,2023-12-29,resolvido
1331,9236,1018,cobrança,2024-05-17,2024-05-21,resolvido
1332,12754,213,atraso,2024-03-24,2024-04-09,resolvido
1333,10702,976,troca,2024-08-18,,aberto
1334,2152,1790,dúvida,2024-01-14,2024-01-18,resolvido
1335,5228,1942,troca,2024-06-24,,aberto
1336,14030,958,defeito,2023-05-18,2023-05-28,resolvido
1337,6103,1253,defeito,2023-11-02,,escalado
1338,14237,1880,atraso,2024-07-31,,aberto
1339,1128,1868,defeito,2023-12-13,2023-12-17,resolvido
1340,87,344,defeito,2023-12-22,,aberto
1341,11349,1610,atraso,2023-08-05,2023-08-16,resolvido
1342,9076,855,defeito,2024-05-31,,escalado
1343,11004,405,dúvida,2023-06-23,,aberto
1344,1942,2799,cobrança,2023-08-15,,escalado
1345,10109,590,defeito,2023-06-24,,aberto
1346,3162,2250,atraso,2023-07-24,,aberto
1347,9101,2527,cobrança,2023-06-21,,escalado
1348,8814,1685,cobrança,2024-09-23,2024-09-24,resolvido
1349,12419,843,troca,2024-11-15,,aberto
1350,13016,484,dúvida,2023-12-08,2023-12-09,resolvido
1351,10926,537,atraso,2023-11-15,2023-11-20,resolvido
1352,10581,1804,cobrança,2024-05-03,2024-05-12,resolvido
1353,3589,1729,cobrança,2023-12-05,,aberto
1354,7763,95,defeito,2024-12-31,2025-01-04,resolvido
1355,7367,2159,atraso,2024-12-28,2025-01-16,resolvido
1356,10835,1613,atraso,2024-02-20,2024-02-26,resolvido
1357,8161,1409,troca,2023-06-05,,escalado
1358,11234,2692,cobrança,2023-04-23,,escalado
1359,12939,2017,defeito,2023-09-24,2023-09-30,resolvido
1360,5690,108,atraso,2023-08-16,,escalado
1361,4976,656,cobrança,2023-12-11,,escalado
1362,12438,2620,dúvida,2023-09-20,2023-09-25,resolvido
1363,10651,413,dúvida,2023-11-30,,aberto
1364,14880,245,cobrança,2024-04-17,,escalado
1365,11584,1115,defeito,2023-07-30,2023-08-06,resolvido
1366,14775,2965,atraso,2024-08-04,,escalado
1367,12595,940,dúvida,2024-09-06,,aberto
1368,5797,1702,defeito,2023-05-31,2023-06-05,resolvido
1369,12268,587,troca,2024-09-27,,escalado
1370,4909,586,cobrança,2024-07-02,,escalado
1371,2433,1510,atraso,2024-05-26,,aberto
1372,13036,1479,troca,2024-01-07,,aberto
1373,542,549,dúvida,2023-11-21,,aberto
1374,13353,1453,troca,2024-09-30,,aberto
1375,13898,1705,troca,2024-09-17,,aberto
1376,12925,1151,cobrança,2023-06-22,2023-07-01,resolvido
1377,5878,910,cobrança,2024-08-13,2024-08-22,resolvido
1378,14388,787,troca,2023-06-21,2023-06-24,resolvido
1379,6753,1152,defeito,2023-02-08,2023-02-12,resolvido
1380,2266,396,defeito,2024-06-20,,escalado
1381,7631,1313,atraso,2024-09-12,2024-09-23,resolvido
1382,4729,2149,cobrança,2023-08-07,,aberto
1383,1633,746,cobrança,2024-08-26,,escalado
1384,13120,29,atraso,2023-02-12,,aberto
1385,3578,2330,cobrança,2023-07-16,2023-07-21,resolvido
1386,14323,384,dúvida,2024-12-14,2024-12-17,resolvido
1387,11179,225,atraso,2023-03-07,,escalado
1388,13962,384,cobrança,2023-05-08,2023-05-11,resolvido
1389,10519,2936,defeito,2024-06-30,,escalado
1390,13230,1052,dúvida,2024-01-22,2024-01-31,resolvido
1391,2018,2922,troca,2024-05-13,2024-05-18,resolvido
1392,1248,672,atraso,2024-06-26,,aberto
1393,4167,2812,defeito,2024-06-15,2024-06-24,resolvido
1394,8489,2969,cobrança,2024-07-14,,aberto
1395,9908,1299,troca,2023-12-28,,aberto
1396,11776,1638,defeito,2024-07-05,2024-07-15,resolvido
1397,1661,291,troca,2023-04-24,2023-04-29,resolvido
1398,7486,305,cobrança,2023-09-14,2023-09-24,resolvido
1399,12993,2859,dúvida,2023-08-01,2023-08-07,resolvido
1400,3100,1048,dúvida,2024-03-28,2024-03-29,resolvido
1401,6807,2427,defeito,2023-11-21,,aberto
1402,900,2755,dúvida,2023-12-13,,escalado
1403,6374,2016,dúvida,2023-06-06,2023-06-10,resolvido
1404,8478,432,defeito,2023-01-10,,escalado
1405,2438,2693,dúvida,2024-06-19,,aberto
1406,9873,1222,atraso,2024-12-29,,aberto
1407,1691,460,troca,2023-07-11,2023-07-12,resolvido
1408,12977,2142,atraso,2023-11-27,,escalado
1409,2521,947,troca,2023-09-16,2023-09-26,resolvido
1410,9727,2704,cobrança,2024-06-06,2024-06-11,resolvido
1411,2678,652,cobrança,2023-11-12,2023-11-17,resolvido
1412,5635,1731,atraso,2024-03-04,2024-03-10,resolvido
1413,9431,2538,defeito,2023-12-23,2023-12-28,resolvido
1414,2388,969,troca,2023-11-24,,escalado
1415,6164,1935,atraso,2024-02-09,2024-02-17,resolvido
1416,4239,1935,dúvida,2023-01-29,,escalado
1417,9329,116,atraso,2023-05-03,2023-05-15,resolvido
1418,13051,690,troca,2023-06-18,2023-06-28,resolvido
1419,2815,2028,defeito,2023-11-02,2023-11-09,resolvido
1420,3562,183,dúvida,2023-10-05,,escalado
1421,14247,1048,cobrança,2024-02-10,,aberto
1422,12273,1444,dúvida,2023-08-09,2023-08-16,resolvido
1423,5743,490,atraso,2024-03-19,2024-03-26,resolvido
1424,10157,1582,atraso,2024-09-12,2024-10-02,resolvido
1425,2421,1986,atraso,2023-09-02,2023-09-17,resolvido
1426,7661,19,troca,2023-07-10,2023-07-11,resolvido
1427,8352,2218,dúvida,2024-07-16,,escalado
1428,5779,2285,dúvida,2024-05-03,2024-05-09,resolvido
1429,3538,2663,troca,2023-06-19,2023-06-23,resolvido
1430,9549,999,atraso,2023-08-11,2023-08-25,resolvido
1431,2336,2818,dúvida,2024-06-09,,aberto
1432,3417,1630,troca,2024-12-30,2025-01-08,resolvido
1433,5885,1950,cobrança,2023-07-10,,aberto
